uniqueID	drugName	condition	review	rating	date	usefulCount
949	Ambien	Insomnia	Average medication. Does what it is supposed to do. I was prescribed Ambien for insomnia.	5	March 25, 2020	181
950	Ibuprofen	Pain	Some improvement but still dealing with symptoms. I was prescribed Ibuprofen for pain.	6	August 14, 2018	152
951	Januvia	Diabetes Type 2	Results are hit or miss. Some days are better than others. I was prescribed Januvia for diabetes type 2.	5	June 03, 2021	140
952	Sumatriptan	Migraine	No major complaints but no major improvements either. I was prescribed Sumatriptan for migraine.	6	July 25, 2018	134
953	Pantoprazole	GERD	Not worth the side effects. Very disappointed. I was prescribed Pantoprazole for gerd.	2	October 07, 2015	129
954	Benzoyl Peroxide	Acne	Highly recommend to anyone dealing with this condition. I was prescribed Benzoyl Peroxide for acne.	9	January 08, 2021	103
955	Escitalopram	Depression	Some improvement but still dealing with symptoms. I was prescribed Escitalopram for depression.	5	May 23, 2017	169
956	Meloxicam	Arthritis	Very effective treatment. I was prescribed Meloxicam for arthritis.	8	April 17, 2018	55
957	Doxycycline	Pneumonia	Been on this for a while. Seems to help somewhat. I was prescribed Doxycycline for pneumonia.	6	April 13, 2022	2
958	Hydroxyzine	Anxiety	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Hydroxyzine for anxiety.	7	September 11, 2017	164
959	Amoxicillin	Pneumonia	This medication has been a lifesaver. I was prescribed Amoxicillin for pneumonia.	7	August 27, 2022	82
960	Albuterol	Asthma	Been taking for months with consistent positive results. I was prescribed Albuterol for asthma.	7	November 16, 2017	138
961	Cetirizine	Allergies	Highly recommend to anyone dealing with this condition. I was prescribed Cetirizine for allergies.	7	March 16, 2019	131
962	Saxenda	Obesity	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Saxenda for obesity.	9	June 29, 2015	75
963	NuvaRing	Birth Control	Been on this for a while. Seems to help somewhat. I was prescribed NuvaRing for birth control.	6	December 04, 2015	24
964	Tretinoin	Acne	Works well with minimal side effects. I was prescribed Tretinoin for acne.	7	May 13, 2017	171
965	Mirena	Birth Control	It works okay but nothing spectacular. I was prescribed Mirena for birth control.	5	April 22, 2017	137
966	Atorvastatin	High Cholesterol	I noticed improvement within the first week. I was prescribed Atorvastatin for high cholesterol.	9	April 08, 2015	117
967	Methotrexate	Arthritis	It works okay but nothing spectacular. I was prescribed Methotrexate for arthritis.	4	October 28, 2015	13
968	Isotretinoin	Acne	Highly recommend to anyone dealing with this condition. I was prescribed Isotretinoin for acne.	10	October 16, 2015	147
969	Ranitidine	GERD	Results are hit or miss. Some days are better than others. I was prescribed Ranitidine for gerd.	5	May 09, 2019	115
970	Budesonide	Asthma	The drowsiness was unbearable. Could not function normally. I was prescribed Budesonide for asthma.	2	March 11, 2015	99
971	Buspirone	Anxiety	No major complaints but no major improvements either. I was prescribed Buspirone for anxiety.	6	January 29, 2023	158
972	Venlafaxine	Depression	It works okay but nothing spectacular. I was prescribed Venlafaxine for depression.	4	November 10, 2022	18
973	Sumatriptan	Migraine	My doctor recommended this and it really helped. I was prescribed Sumatriptan for migraine.	8	September 10, 2022	77
974	Azithromycin	Pneumonia	Average medication. Does what it is supposed to do. I was prescribed Azithromycin for pneumonia.	4	November 28, 2019	97
975	Albuterol	Asthma	Results are hit or miss. Some days are better than others. I was prescribed Albuterol for asthma.	4	October 02, 2016	136
976	Pantoprazole	GERD	Caused severe headaches and nausea. I was prescribed Pantoprazole for gerd.	1	February 13, 2021	75
977	Acetaminophen	Pain	No major complaints but no major improvements either. I was prescribed Acetaminophen for pain.	4	March 07, 2023	165
978	Sumatriptan	Migraine	Not worth the side effects. Very disappointed. I was prescribed Sumatriptan for migraine.	1	March 23, 2021	36
979	Buspirone	Anxiety	Terrible side effects made me stop taking it. I was prescribed Buspirone for anxiety.	2	June 03, 2021	152
980	Albuterol	Asthma	My doctor recommended this and it really helped. I was prescribed Albuterol for asthma.	7	May 10, 2017	191
981	Topiramate	Migraine	Been taking for months with consistent positive results. I was prescribed Topiramate for migraine.	7	March 30, 2022	131
982	Naproxen	Pain	I noticed improvement within the first week. I was prescribed Naproxen for pain.	7	June 23, 2017	157
983	Melatonin	Insomnia	Did not work for me at all. Waste of money. I was prescribed Melatonin for insomnia.	3	January 12, 2017	171
984	Lithium	Bipolar Disorder	Been on this for a while. Seems to help somewhat. I was prescribed Lithium for bipolar disorder.	5	March 04, 2020	165
985	Adderall	ADHD	Average medication. Does what it is supposed to do. I was prescribed Adderall for adhd.	5	July 14, 2022	17
986	Ambien	Insomnia	Too many side effects. Had to switch medications. I was prescribed Ambien for insomnia.	3	February 20, 2023	148
987	Ciprofloxacin	UTI	Very effective treatment. I was prescribed Ciprofloxacin for uti.	9	June 09, 2016	171
988	Omeprazole	GERD	My doctor recommended this and it really helped. I was prescribed Omeprazole for gerd.	8	December 12, 2021	17
989	NuvaRing	Birth Control	Results are hit or miss. Some days are better than others. I was prescribed NuvaRing for birth control.	5	January 20, 2020	84
990	Levofloxacin	Pneumonia	No major complaints but no major improvements either. I was prescribed Levofloxacin for pneumonia.	6	July 20, 2021	39
991	Quetiapine	Bipolar Disorder	Average medication. Does what it is supposed to do. I was prescribed Quetiapine for bipolar disorder.	6	October 21, 2019	43
992	Losartan	High Blood Pressure	Too many side effects. Had to switch medications. I was prescribed Losartan for high blood pressure.	1	June 26, 2017	182
993	Simvastatin	High Cholesterol	Average medication. Does what it is supposed to do. I was prescribed Simvastatin for high cholesterol.	5	July 04, 2016	173
994	Prednisone	Arthritis	Results are hit or miss. Some days are better than others. I was prescribed Prednisone for arthritis.	4	December 30, 2019	91
995	Montelukast	Allergies	Not worth the side effects. Very disappointed. I was prescribed Montelukast for allergies.	3	March 21, 2016	44
996	Azithromycin	Pneumonia	Average medication. Does what it is supposed to do. I was prescribed Azithromycin for pneumonia.	5	July 27, 2016	137
997	NuvaRing	Birth Control	Works well with minimal side effects. I was prescribed NuvaRing for birth control.	10	February 27, 2023	19
998	Lisinopril	High Blood Pressure	Changed my life for the better. Finally feel normal again. I was prescribed Lisinopril for high blood pressure.	7	June 29, 2021	103
999	Lamotrigine	Bipolar Disorder	It works okay but nothing spectacular. I was prescribed Lamotrigine for bipolar disorder.	4	March 09, 2021	66
1000	Strattera	ADHD	I noticed improvement within the first week. I was prescribed Strattera for adhd.	7	February 07, 2019	100
1001	Ranitidine	GERD	I noticed improvement within the first week. I was prescribed Ranitidine for gerd.	9	March 18, 2020	128
1002	Phentermine	Obesity	Been taking for months with consistent positive results. I was prescribed Phentermine for obesity.	8	January 30, 2019	128
1003	Amlodipine	High Blood Pressure	Been on this for a while. Seems to help somewhat. I was prescribed Amlodipine for high blood pressure.	6	September 03, 2022	42
1004	Orlistat	Obesity	Results are hit or miss. Some days are better than others. I was prescribed Orlistat for obesity.	4	October 14, 2016	45
1005	Lamotrigine	Bipolar Disorder	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Lamotrigine for bipolar disorder.	7	January 09, 2019	10
1006	Famotidine	GERD	Some improvement but still dealing with symptoms. I was prescribed Famotidine for gerd.	6	September 15, 2015	67
1007	Topiramate	Migraine	This medication has been a lifesaver. I was prescribed Topiramate for migraine.	8	July 01, 2022	52
1008	Contrave	Obesity	Been taking for months with consistent positive results. I was prescribed Contrave for obesity.	7	April 07, 2020	116
1009	Metformin	Diabetes Type 2	Very effective treatment. I was prescribed Metformin for diabetes type 2.	8	February 27, 2016	180
1010	Contrave	Obesity	No major complaints but no major improvements either. I was prescribed Contrave for obesity.	4	December 14, 2017	148
1011	Ritalin	ADHD	Been taking for months with consistent positive results. I was prescribed Ritalin for adhd.	9	May 01, 2022	96
1012	Sumatriptan	Migraine	Been on this for a while. Seems to help somewhat. I was prescribed Sumatriptan for migraine.	6	October 27, 2017	96
1013	Famotidine	GERD	Very effective treatment. I was prescribed Famotidine for gerd.	10	November 14, 2018	124
1014	Nitrofurantoin	UTI	Been on this for a while. Seems to help somewhat. I was prescribed Nitrofurantoin for uti.	4	July 23, 2016	112
1015	Doxycycline	Acne	Works well with minimal side effects. I was prescribed Doxycycline for acne.	10	October 08, 2020	164
1016	Melatonin	Insomnia	Some improvement but still dealing with symptoms. I was prescribed Melatonin for insomnia.	6	February 04, 2017	40
1017	Sumatriptan	Migraine	No major complaints but no major improvements either. I was prescribed Sumatriptan for migraine.	4	August 01, 2017	106
1018	Methotrexate	Arthritis	Results are hit or miss. Some days are better than others. I was prescribed Methotrexate for arthritis.	4	July 28, 2022	122
1019	Trimethoprim	UTI	Been on this for a while. Seems to help somewhat. I was prescribed Trimethoprim for uti.	5	October 22, 2016	165
1020	Atorvastatin	High Cholesterol	Great results overall. I was prescribed Atorvastatin for high cholesterol.	7	June 26, 2015	32
1021	Lamotrigine	Bipolar Disorder	I noticed improvement within the first week. I was prescribed Lamotrigine for bipolar disorder.	7	January 22, 2022	131
1022	Glipizide	Diabetes Type 2	It works okay but nothing spectacular. I was prescribed Glipizide for diabetes type 2.	4	November 12, 2016	66
1023	Benzoyl Peroxide	Acne	Been on this for a while. Seems to help somewhat. I was prescribed Benzoyl Peroxide for acne.	5	April 27, 2021	163
1024	Losartan	High Blood Pressure	Works well with minimal side effects. I was prescribed Losartan for high blood pressure.	10	June 06, 2017	114
1025	Doxycycline	Pneumonia	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Doxycycline for pneumonia.	10	November 29, 2016	56
1026	Rosuvastatin	High Cholesterol	Changed my life for the better. Finally feel normal again. I was prescribed Rosuvastatin for high cholesterol.	7	January 14, 2017	159
1027	Contrave	Obesity	Some improvement but still dealing with symptoms. I was prescribed Contrave for obesity.	6	February 14, 2023	175
1028	Prednisone	Arthritis	Been on this for a while. Seems to help somewhat. I was prescribed Prednisone for arthritis.	6	August 16, 2021	17
1029	Famotidine	GERD	Been taking for months with consistent positive results. I was prescribed Famotidine for gerd.	7	June 25, 2016	27
1030	Amlodipine	High Blood Pressure	Not worth the side effects. Very disappointed. I was prescribed Amlodipine for high blood pressure.	3	August 27, 2020	175
1031	Rosuvastatin	High Cholesterol	Been on this for a while. Seems to help somewhat. I was prescribed Rosuvastatin for high cholesterol.	5	January 30, 2016	45
1032	Nitrofurantoin	UTI	Not worth the side effects. Very disappointed. I was prescribed Nitrofurantoin for uti.	1	August 23, 2020	192
1033	Buspirone	Anxiety	Results are hit or miss. Some days are better than others. I was prescribed Buspirone for anxiety.	6	May 24, 2022	33
1034	Azithromycin	Pneumonia	Been taking for months with consistent positive results. I was prescribed Azithromycin for pneumonia.	7	November 08, 2020	107
1035	Sumatriptan	Migraine	No major complaints but no major improvements either. I was prescribed Sumatriptan for migraine.	4	December 10, 2020	109
1036	Famotidine	GERD	Been taking for months with consistent positive results. I was prescribed Famotidine for gerd.	9	December 06, 2018	150
1037	Lithium	Bipolar Disorder	Caused severe headaches and nausea. I was prescribed Lithium for bipolar disorder.	2	July 02, 2016	65
1038	Trimethoprim	UTI	Did not work for me at all. Waste of money. I was prescribed Trimethoprim for uti.	2	March 06, 2018	153
1039	Strattera	ADHD	Average medication. Does what it is supposed to do. I was prescribed Strattera for adhd.	6	February 13, 2017	1
1040	Lisinopril	High Blood Pressure	Highly recommend to anyone dealing with this condition. I was prescribed Lisinopril for high blood pressure.	8	January 30, 2015	96
1041	NuvaRing	Birth Control	Been taking for months with consistent positive results. I was prescribed NuvaRing for birth control.	10	January 23, 2019	27
1042	Tramadol	Pain	No major complaints but no major improvements either. I was prescribed Tramadol for pain.	4	July 25, 2021	64
1043	Doxepin	Insomnia	Changed my life for the better. Finally feel normal again. I was prescribed Doxepin for insomnia.	8	February 06, 2019	156
